Stop_Number,Municipality,Stop_Avg_Daily_Boardings_MF,Stop_Avg_Daily_Alightings_MF,Stop_Avg_Daily_Boardings_Sat,Stop_Avg_Daily_Alightings_Sat,Stop_Avg_Daily_Boardings_SunHol,Stop_Avg_Daily_Alightings_SunHol,TSPR_Year,Stop_Latitude,Stop_Longitude
58821,Coquitlam,0,50,0,28,0,24,2024,49.304633,-122.783922
58820,Coquitlam,15,41,11,21,7,19,2024,49.306746,-122.78461
58851,Coquitlam,25,78,16,29,15,28,2024,49.307863,-122.787132
58850,Coquitlam,85,110,47,57,43,44,2024,49.311487,-122.787478
58068,Coquitlam,35,0,20,0,18,0,2024,49.307225,-122.785878
58663,Coquitlam,46,0,24,0,21,0,2024,49.30408,-122.784217
58665,Coquitlam,53,0,34,0,23,0,2024,49.301061,-122.784931
53943,Coquitlam,18,0,14,0,11,0,2024,49.298348,-122.78707
53944,Coquitlam,11,0,6,0,7,0,2024,49.297167,-122.782859
53945,Coquitlam,27,0,23,0,12,0,2024,49.298466,-122.780868
53946,Coquitlam,41,0,29,0,23,0,2024,49.298489,-122.778497
59093,Coquitlam,6,0,0,0,0,0,2024,49.295795,-122.779807
58815,Coquitlam,0,0,0,0,0,0,2024,49.29401,-122.780733
59399,Coquitlam,69,27,35,16,30,8,2024,49.292923,-122.782894
61361,Coquitlam,73,27,43,15,28,12,2024,49.292973,-122.785615
60201,Coquitlam,100,26,57,12,42,12,2024,49.293797,-122.790462
59264,Coquitlam,14,8,7,0,0,0,2024,49.291971,-122.790158
53888,Coquitlam,55,157,12,9,17,13,2024,49.290649,-122.789975
58831,Coquitlam,101,90,23,35,12,15,2024,49.28816,-122.790782
53868,Coquitlam,27,358,7,187,9,111,2024,49.286545,-122.791683
58666,Coquitlam,51,207,31,127,26,99,2024,49.284128,-122.793018
53168,Coquitlam,65,179,37,113,20,85,2024,49.282274,-122.793385
59890,Coquitlam,165,965,117,644,105,573,2024,49.280029,-122.794024
53161,Coquitlam,931,447,834,297,731,297,2024,49.27466,-122.799011
53357,Coquitlam,624,0,268,0,212,0,2024,49.275316,-122.79883
53162,Coquitlam,133,36,86,21,60,12,2024,49.279703,-122.801564
53163,Coquitlam,84,34,30,6,25,6,2024,49.283095,-122.801558
53934,Coquitlam,16,16,8,0,8,0,2024,49.285676,-122.801461
53935,Coquitlam,0,38,0,11,0,9,2024,49.287812,-122.801387
53936,Coquitlam,7,60,0,27,0,21,2024,49.290332,-122.801189
53937,Coquitlam,6,85,0,41,0,52,2024,49.293425,-122.800465
53938,Coquitlam,44,56,8,26,9,19,2024,49.29634,-122.80181
53939,Coquitlam,0,18,0,0,0,0,2024,49.298024,-122.80114
53940,Coquitlam,0,19,0,9,0,0,2024,49.299047,-122.800661
59505,Coquitlam,43,36,16,9,10,7,2024,49.30081,-122.796798
53941,Coquitlam,21,11,11,0,8,0,2024,49.300889,-122.79515
58668,Coquitlam,0,14,0,0,0,0,2024,49.301023,-122.793115
58667,Coquitlam,11,39,8,18,7,15,2024,49.303707,-122.790299
58669,Coquitlam,12,36,7,13,6,13,2024,49.306314,-122.788863
58851,Coquitlam,25,78,16,29,15,28,2024,49.307863,-122.787132
58850,Coquitlam,85,110,47,57,43,44,2024,49.311487,-122.787478
58886,Coquitlam,9,28,8,10,6,9,2024,49.314113,-122.788227
58852,Coquitlam,9,23,0,6,0,7,2024,49.317407,-122.79088
58865,Coquitlam,0,7,0,0,0,0,2024,49.319499,-122.791705
58846,Coquitlam,27,28,13,10,9,9,2024,49.320671,-122.79293
58845,Coquitlam,31,25,18,12,16,13,2024,49.316176,-122.795574
58844,Coquitlam,26,15,19,8,14,7,2024,49.313679,-122.799063
59320,Coquitlam,8,9,6,7,0,0,2024,49.30846,-122.80206
58843,Coquitlam,11,0,6,0,6,0,2024,49.305415,-122.8064
58842,Coquitlam,22,21,15,16,13,10,2024,49.303747,-122.806915
58841,Coquitlam,25,7,11,0,9,0,2024,49.300959,-122.807177
58840,Coquitlam,11,0,0,0,6,0,2024,49.298479,-122.80902
58838,Coquitlam,16,0,7,0,7,0,2024,49.297199,-122.809458
58834,Coquitlam,11,10,0,0,0,0,2024,49.296589,-122.805272
58835,Coquitlam,21,9,15,0,9,0,2024,49.296951,-122.803534
58298,Coquitlam,26,0,17,0,13,0,2024,49.29652,-122.802121
53928,Coquitlam,45,0,31,0,30,0,2024,49.292795,-122.800732
53929,Coquitlam,33,0,15,0,13,0,2024,49.289646,-122.801575
53930,Coquitlam,25,7,9,0,7,0,2024,49.287238,-122.801666
53931,Coquitlam,15,13,0,0,0,8,2024,49.284778,-122.801761
53932,Coquitlam,54,90,22,61,12,46,2024,49.282374,-122.801827
53933,Coquitlam,30,55,21,60,17,45,2024,49.279617,-122.801818
53864,Coquitlam,470,6099,292,4142,232,3177,2024,49.275476,-122.798723
53495,Coquitlam,348,0,236,0,197,0,2024,49.275145,-122.79893
58997,Coquitlam,124,23,95,18,92,15,2024,49.277739,-122.795695
59935,Coquitlam,583,124,420,86,359,78,2024,49.280122,-122.793523
58664,Coquitlam,244,63,126,39,113,28,2024,49.283337,-122.792982
59565,Coquitlam,568,33,277,18,221,13,2024,49.285967,-122.79157
58832,Coquitlam,111,84,34,42,25,18,2024,49.289194,-122.789809
58833,Coquitlam,38,44,13,23,13,19,2024,49.291226,-122.789614
59495,Coquitlam,6,15,0,9,0,10,2024,49.292615,-122.790129
60331,Coquitlam,17,78,6,49,0,29,2024,49.293831,-122.789324
61294,Coquitlam,40,82,22,51,17,34,2024,49.292774,-122.785177
59279,Coquitlam,19,75,7,39,0,38,2024,49.294599,-122.770477
59400,Coquitlam,9,16,0,11,0,12,2024,49.292731,-122.78232
58785,Coquitlam,26,62,7,38,7,23,2024,49.292972,-122.763659
59285,Coquitlam,87,126,29,77,24,54,2024,49.292425,-122.756078
61585,Coquitlam,24,54,8,31,6,23,2024,49.28896,-122.756098
53850,Port Coquitlam,38,54,14,32,14,34,2024,49.284881,-122.756103
61845,Port Coquitlam,24,62,9,31,7,31,2024,49.281867,-122.756128
58803,Port Coquitlam,26,38,10,18,6,17,2024,49.278129,-122.756188
53857,Port Coquitlam,14,26,0,12,0,11,2024,49.276222,-122.756214
58296,Port Coquitlam,24,60,8,25,0,23,2024,49.274409,-122.756261
53858,Port Coquitlam,60,124,26,96,23,79,2024,49.272002,-122.756254
58670,Port Coquitlam,14,39,10,24,6,23,2024,49.267156,-122.756195
58698,Port Coquitlam,11,22,0,17,0,19,2024,49.264916,-122.756185
58674,Port Coquitlam,53,171,18,48,11,36,2024,49.262435,-122.756225
53687,Port Coquitlam,26,96,14,53,11,41,2024,49.253348,-122.765179
59145,Port Coquitlam,9,19,0,12,8,13,2024,49.253331,-122.770088
53655,Port Coquitlam,30,85,14,27,16,22,2024,49.253624,-122.774236
58800,Port Coquitlam,10,30,0,16,0,19,2024,49.254207,-122.778918
58794,Port Coquitlam,17,74,8,17,0,18,2024,49.254676,-122.78231
61898,Port Coquitlam,0,22,0,14,0,8,2024,49.256321,-122.782572
53026,Port Coquitlam,97,440,43,279,31,247,2024,49.260807,-122.781601
53027,Port Coquitlam,36,273,23,175,17,139,2024,49.260817,-122.777969
53348,Port Coquitlam,16,95,0,56,0,48,2024,49.261013,-122.774138
53767,Port Coquitlam,70,0,41,0,30,0,2024,49.261224,-122.774302
53029,Port Coquitlam,72,19,48,12,40,8,2024,49.260944,-122.776176
53441,Port Coquitlam,217,59,161,37,118,23,2024,49.260938,-122.779124
53030,Port Coquitlam,529,64,311,33,267,15,2024,49.260924,-122.781672
53731,Port Coquitlam,38,0,22,0,21,0,2024,49.260172,-122.782798
53733,Port Coquitlam,26,8,7,0,10,0,2024,49.258731,-122.782786
53734,Port Coquitlam,43,10,11,0,0,0,2024,49.257059,-122.782772
53735,Port Coquitlam,42,28,13,11,11,12,2024,49.255177,-122.782766
58795,Port Coquitlam,27,13,8,6,8,7,2024,49.25452,-122.78189
53692,Port Coquitlam,93,64,44,33,37,21,2024,49.253975,-122.777953
53693,Port Coquitlam,94,42,37,16,27,13,2024,49.25353,-122.774422
59146,Port Coquitlam,19,9,11,0,13,0,2024,49.253224,-122.770042
61552,Port Coquitlam,91,21,52,10,44,11,2024,49.253237,-122.764961
61847,Port Coquitlam,72,37,25,20,18,15,2024,49.261282,-122.75594
58673,Port Coquitlam,79,30,21,6,15,0,2024,49.263076,-122.755979
58695,Port Coquitlam,26,13,18,6,17,0,2024,49.266299,-122.756009
59479,Port Coquitlam,50,32,22,14,25,11,2024,49.267676,-122.756
53792,Port Coquitlam,143,75,90,29,89,24,2024,49.271562,-122.756007
53795,Port Coquitlam,51,25,23,10,26,0,2024,49.275497,-122.756033
58787,Port Coquitlam,27,15,8,0,6,0,2024,49.276772,-122.756005
61846,Port Coquitlam,48,22,26,7,24,7,2024,49.27879,-122.75598
61844,Port Coquitlam,59,26,28,9,26,9,2024,49.281729,-122.755944
53804,Port Coquitlam,63,36,37,13,36,16,2024,49.285335,-122.755908
61586,Coquitlam,64,24,32,9,31,0,2024,49.289783,-122.75574
59283,Coquitlam,164,102,92,34,64,27,2024,49.293012,-122.756359
53803,Coquitlam,72,33,42,11,32,9,2024,49.293152,-122.763574
59278,Coquitlam,57,15,25,6,18,6,2024,49.294891,-122.771517
59399,Coquitlam,69,27,35,16,30,8,2024,49.292923,-122.782894
61361,Coquitlam,73,27,43,15,28,12,2024,49.292973,-122.785615
60201,Coquitlam,100,26,57,12,42,12,2024,49.293797,-122.790462
59264,Coquitlam,14,8,7,0,0,0,2024,49.291971,-122.790158
53888,Coquitlam,55,157,12,9,17,13,2024,49.290649,-122.789975
58831,Coquitlam,101,90,23,35,12,15,2024,49.28816,-122.790782
53868,Coquitlam,27,358,7,187,9,111,2024,49.286545,-122.791683
58666,Coquitlam,51,207,31,127,26,99,2024,49.284128,-122.793018
53168,Coquitlam,65,179,37,113,20,85,2024,49.282274,-122.793385
59890,Coquitlam,165,965,117,644,105,573,2024,49.280029,-122.794024
53161,Coquitlam,931,447,834,297,731,297,2024,49.27466,-122.799011
53035,Coquitlam,284,0,126,0,114,0,2024,49.275172,-122.798784
61436,Port Coquitlam,25,9,21,9,18,7,2024,49.275065,-122.790344
60078,Coquitlam,16,0,12,0,10,0,2024,49.278883,-122.789779
60075,Coquitlam,0,24,0,9,0,10,2024,49.280631,-122.787013
53871,Coquitlam,0,16,0,10,0,10,2024,49.283619,-122.785596
53872,Coquitlam,0,20,0,13,0,18,2024,49.286178,-122.784342
53873,Coquitlam,0,8,0,0,0,0,2024,49.28772,-122.78314
53874,Coquitlam,7,16,0,9,0,6,2024,49.287452,-122.779416
53875,Coquitlam,15,23,7,9,6,7,2024,49.288287,-122.776518
53876,Coquitlam,0,0,0,0,0,0,2024,49.289197,-122.773213
53877,Coquitlam,6,6,0,0,0,0,2024,49.290264,-122.774104
53878,Coquitlam,22,22,13,12,13,10,2024,49.291271,-122.774651
53879,Coquitlam,29,16,18,10,15,7,2024,49.291275,-122.777818
60702,Coquitlam,18,0,9,0,7,0,2024,49.289064,-122.778534
53882,Coquitlam,6,0,6,0,6,0,2024,49.287578,-122.783827
53883,Coquitlam,28,0,15,0,17,0,2024,49.285329,-122.785035
60077,Coquitlam,8,0,0,0,0,0,2024,49.282333,-122.786449
60076,Coquitlam,29,0,10,0,7,0,2024,49.280345,-122.787445
53764,Coquitlam,0,15,0,13,0,13,2024,49.278532,-122.790596
59140,Coquitlam,0,13,0,13,0,10,2024,49.275057,-122.790606
53034,Coquitlam,177,479,150,380,120,266,2024,49.274252,-122.791893
53864,Coquitlam,470,6099,292,4142,232,3177,2024,49.275476,-122.798723
53887,Coquitlam,292,0,279,0,288,0,2024,49.275643,-122.798596
53162,Coquitlam,133,36,86,21,60,12,2024,49.279703,-122.801564
53762,Coquitlam,29,18,20,0,29,8,2024,49.282646,-122.801103
58095,Coquitlam,28,7,19,7,12,7,2024,49.282631,-122.795745
58664,Coquitlam,244,63,126,39,113,28,2024,49.283337,-122.792982
59565,Coquitlam,568,33,277,18,221,13,2024,49.285967,-122.79157
58832,Coquitlam,111,84,34,42,25,18,2024,49.289194,-122.789809
58833,Coquitlam,38,44,13,23,13,19,2024,49.291226,-122.789614
59495,Coquitlam,6,15,0,9,0,10,2024,49.292615,-122.790129
60331,Coquitlam,17,78,6,49,0,29,2024,49.293831,-122.789324
61294,Coquitlam,40,82,22,51,17,34,2024,49.292774,-122.785177
59400,Coquitlam,9,16,0,11,0,12,2024,49.292731,-122.78232
59279,Coquitlam,19,75,7,39,0,38,2024,49.294599,-122.770477
58785,Coquitlam,26,62,7,38,7,23,2024,49.292972,-122.763659
59284,Coquitlam,10,49,7,20,8,16,2024,49.292847,-122.755389
60052,Coquitlam,7,25,0,10,0,0,2024,49.293288,-122.749766
60053,Coquitlam,0,6,7,8,0,0,2024,49.293926,-122.746549
60054,Coquitlam,12,24,7,13,8,10,2024,49.294609,-122.743629
60056,Coquitlam,78,72,55,50,24,33,2024,49.295933,-122.742764
60057,Coquitlam,66,31,30,20,21,21,2024,49.298116,-122.746471
60058,Coquitlam,40,31,24,13,10,7,2024,49.298538,-122.750076
60060,Coquitlam,89,37,59,33,37,28,2024,49.298133,-122.756034
60073,Coquitlam,23,0,9,0,12,0,2024,49.296327,-122.756063
60074,Coquitlam,0,0,0,0,0,0,2024,49.294534,-122.756036
59283,Coquitlam,164,102,92,34,64,27,2024,49.293012,-122.756359
53803,Coquitlam,72,33,42,11,32,9,2024,49.293152,-122.763574
59278,Coquitlam,57,15,25,6,18,6,2024,49.294891,-122.771517
59399,Coquitlam,69,27,35,16,30,8,2024,49.292923,-122.782894
61361,Coquitlam,73,27,43,15,28,12,2024,49.292973,-122.785615
60201,Coquitlam,100,26,57,12,42,12,2024,49.293797,-122.790462
59264,Coquitlam,14,8,7,0,0,0,2024,49.291971,-122.790158
53888,Coquitlam,55,157,12,9,17,13,2024,49.290649,-122.789975
58831,Coquitlam,101,90,23,35,12,15,2024,49.28816,-122.790782
53868,Coquitlam,27,358,7,187,9,111,2024,49.286545,-122.791683
58666,Coquitlam,51,207,31,127,26,99,2024,49.284128,-122.793018
58094,Coquitlam,8,60,7,41,0,28,2024,49.282792,-122.796437
53932,Coquitlam,54,90,22,61,12,46,2024,49.282374,-122.801827
53933,Coquitlam,30,55,21,60,17,45,2024,49.279617,-122.801818
53864,Coquitlam,470,6099,292,4142,232,3177,2024,49.275476,-122.798723
50405,Vancouver,459,502,259,228,247,271,2024,49.286035,-123.12037
50076,Vancouver,571,477,377,498,324,411,2024,49.286121,-123.117245
50406,Vancouver,26,16,16,17,0,24,2024,49.287293,-123.119931
50077,Vancouver,1438,990,982,856,923,696,2024,49.284791,-123.115231
50078,Vancouver,492,312,446,417,411,257,2024,49.283753,-123.113589
50036,Vancouver,346,211,288,195,230,151,2024,49.283719,-123.10959
50407,Vancouver,59,55,47,58,44,42,2024,49.282981,-123.111441
60492,Vancouver,490,441,412,419,368,295,2024,49.282442,-123.104634
50425,Vancouver,483,416,391,341,323,222,2024,49.282203,-123.098943
50426,Vancouver,88,313,93,293,67,225,2024,49.282136,-123.094846
50427,Vancouver,83,345,69,202,69,160,2024,49.282067,-123.091063
60336,Vancouver,88,140,44,92,31,50,2024,49.28202,-123.089076
61933,Vancouver,44,64,35,45,25,38,2024,49.282079,-123.086623
50429,Vancouver,10,32,9,25,0,16,2024,49.282672,-123.081697
50431,Vancouver,29,59,29,61,22,28,2024,49.283029,-123.076625
50433,Vancouver,124,90,91,91,91,52,2024,49.283885,-123.069837
50435,Vancouver,123,294,127,337,102,249,2024,49.284771,-123.065065
50436,Vancouver,91,188,58,145,46,116,2024,49.284754,-123.061245
50437,Vancouver,68,143,47,111,42,87,2024,49.284738,-123.059274
50438,Vancouver,129,141,79,106,60,89,2024,49.285176,-123.05639
50440,Vancouver,0,76,0,38,0,48,2024,49.288013,-123.056367
50442,Vancouver,0,61,0,30,0,31,2024,49.288627,-123.051421
50443,Vancouver,0,79,0,61,0,58,2024,49.288617,-123.048823
50446,Vancouver,61,66,41,74,42,39,2024,49.288595,-123.0434
60256,North Vancouver District,275,990,167,642,131,508,2024,49.305041,-123.02981
51749,North Vancouver District,63,66,44,52,35,23,2024,49.309148,-123.031976
53962,North Vancouver District,136,153,47,85,54,80,2024,49.311744,-123.032491
53963,North Vancouver District,125,71,77,45,52,36,2024,49.313332,-123.037247
53964,North Vancouver District,0,11,14,0,0,7,2024,49.317812,-123.036123
53965,North Vancouver District,11,37,11,21,10,16,2024,49.322019,-123.038337
53966,North Vancouver District,11,25,9,8,0,9,2024,49.325384,-123.038205
53967,North Vancouver District,0,46,0,25,0,20,2024,49.327475,-123.038108
53968,North Vancouver District,7,75,0,15,0,21,2024,49.330731,-123.037917
61269,North Vancouver District,11,114,19,69,9,53,2024,49.332733,-123.037816
53977,North Vancouver District,85,173,64,174,59,116,2024,49.337424,-123.038096
53978,North Vancouver District,70,63,0,40,0,9,2024,49.340988,-123.037953
53979,North Vancouver District,0,23,0,11,0,15,2024,49.342824,-123.037874
53980,North Vancouver District,0,38,0,18,0,14,2024,49.344599,-123.037824
53981,North Vancouver District,0,32,0,16,0,14,2024,49.346443,-123.037761
53982,North Vancouver District,0,41,0,15,0,23,2024,49.34824,-123.037691
53983,North Vancouver District,0,47,0,36,0,25,2024,49.351061,-123.037599
53984,North Vancouver District,0,20,0,16,0,13,2024,49.352364,-123.035816
53985,North Vancouver District,0,20,0,16,0,21,2024,49.354125,-123.032306
53986,North Vancouver District,0,32,0,37,0,17,2024,49.353357,-123.027464
53987,North Vancouver District,27,46,12,7,6,17,2024,49.35039,-123.028456
53988,North Vancouver District,0,22,0,9,0,0,2024,49.347793,-123.027939
53989,North Vancouver District,276,320,244,272,213,211,2024,49.348848,-123.024599
53991,North Vancouver District,15,0,18,0,11,0,2024,49.350744,-123.025098
53992,North Vancouver District,22,0,0,0,7,0,2024,49.351019,-123.028261
53993,North Vancouver District,28,0,11,0,14,0,2024,49.353783,-123.027589
53994,North Vancouver District,14,0,22,0,11,0,2024,49.354176,-123.032553
53995,North Vancouver District,18,0,0,0,9,0,2024,49.352226,-123.036324
53996,North Vancouver District,31,0,15,0,29,0,2024,49.350507,-123.037809
53997,North Vancouver District,32,0,19,0,14,0,2024,49.347338,-123.037902
53998,North Vancouver District,22,0,0,0,7,0,2024,49.346006,-123.037955
53999,North Vancouver District,42,0,24,0,19,0,2024,49.344148,-123.038007
54001,North Vancouver District,78,38,38,0,17,0,2024,49.341238,-123.038129
54002,North Vancouver District,64,14,51,8,18,14,2024,49.337763,-123.038298
54003,North Vancouver District,181,77,123,75,116,70,2024,49.336386,-123.038189
54004,North Vancouver District,116,18,78,0,59,7,2024,49.333879,-123.037969
54005,North Vancouver District,84,10,33,0,19,0,2024,49.330105,-123.038147
54006,North Vancouver District,57,21,39,0,22,8,2024,49.326875,-123.038326
54007,North Vancouver District,27,10,21,0,6,6,2024,49.323482,-123.038465
54008,North Vancouver District,24,16,19,10,12,0,2024,49.321387,-123.038566
54009,North Vancouver District,12,0,6,0,0,0,2024,49.317811,-123.036309
54011,North Vancouver District,95,135,76,64,50,73,2024,49.313198,-123.037449
51757,North Vancouver District,180,151,102,39,61,35,2024,49.311044,-123.032716
51758,North Vancouver District,39,33,16,14,13,10,2024,49.309442,-123.032289
51759,North Vancouver District,37,78,14,50,25,45,2024,49.307703,-123.032056
60684,North Vancouver District,897,1872,501,435,528,336,2024,49.305038,-123.028753
50449,Vancouver,71,71,59,53,44,43,2024,49.288825,-123.044601
50489,Vancouver,63,0,55,0,36,0,2024,49.28882,-123.047415
50490,Vancouver,70,0,45,0,43,0,2024,49.288801,-123.052418
50491,Vancouver,86,0,59,0,42,0,2024,49.288026,-123.05666
50492,Vancouver,22,0,26,0,20,0,2024,49.286276,-123.056672
50493,Vancouver,247,294,165,205,144,154,2024,49.284885,-123.057411
50494,Vancouver,171,94,141,73,110,65,2024,49.284871,-123.060143
50495,Vancouver,209,62,159,63,127,44,2024,49.284888,-123.063271
50496,Vancouver,209,91,197,78,187,63,2024,49.2848,-123.065973
50508,Vancouver,75,129,59,111,62,67,2024,49.283837,-123.070862
61930,Vancouver,44,40,20,44,32,35,2024,49.283161,-123.076463
50512,Vancouver,14,10,8,9,9,6,2024,49.282792,-123.081659
50513,Vancouver,55,56,21,40,24,23,2024,49.28303,-123.087522
50514,Vancouver,296,128,137,65,125,48,2024,49.283076,-123.089941
50515,Vancouver,243,122,205,123,171,104,2024,49.283146,-123.093725
50516,Vancouver,194,105,155,78,120,72,2024,49.283223,-123.098134
61074,Vancouver,131,214,105,156,67,115,2024,49.282713,-123.099741
61518,Vancouver,52,86,69,114,43,71,2024,49.280462,-123.100263
50091,Vancouver,354,448,343,473,298,408,2024,49.280707,-123.104998
50093,Vancouver,420,759,411,644,380,551,2024,49.28129,-123.108213
50094,Vancouver,406,714,322,548,251,408,2024,49.282472,-123.11137
50095,Vancouver,550,863,470,619,393,538,2024,49.283818,-123.113429
50096,Vancouver,815,1107,770,814,691,681,2024,49.284575,-123.114596
54828,Vancouver,0,114,0,108,6,58,2024,49.284791,-123.116768
50405,Vancouver,459,502,259,228,247,271,2024,49.286035,-123.12037
50076,Vancouver,571,477,377,498,324,411,2024,49.286121,-123.117245
50406,Vancouver,26,16,16,17,0,24,2024,49.287293,-123.119931
50077,Vancouver,1438,990,982,856,923,696,2024,49.284791,-123.115231
50078,Vancouver,492,312,446,417,411,257,2024,49.283753,-123.113589
50407,Vancouver,59,55,47,58,44,42,2024,49.282981,-123.111441
50036,Vancouver,346,211,288,195,230,151,2024,49.283719,-123.10959
60492,Vancouver,490,441,412,419,368,295,2024,49.282442,-123.104634
50425,Vancouver,483,416,391,341,323,222,2024,49.282203,-123.098943
60336,Vancouver,88,140,44,92,31,50,2024,49.28202,-123.089076
50433,Vancouver,124,90,91,91,91,52,2024,49.283885,-123.069837
50438,Vancouver,129,141,79,106,60,89,2024,49.285176,-123.05639
50446,Vancouver,61,66,41,74,42,39,2024,49.288595,-123.0434
60256,North Vancouver District,275,990,167,642,131,508,2024,49.305041,-123.02981
51749,North Vancouver District,63,66,44,52,35,23,2024,49.309148,-123.031976
53962,North Vancouver District,136,153,47,85,54,80,2024,49.311744,-123.032491
53963,North Vancouver District,125,71,77,45,52,36,2024,49.313332,-123.037247
53964,North Vancouver District,0,11,14,0,0,7,2024,49.317812,-123.036123
53965,North Vancouver District,11,37,11,21,10,16,2024,49.322019,-123.038337
53966,North Vancouver District,11,25,9,8,0,9,2024,49.325384,-123.038205
53967,North Vancouver District,0,46,0,25,0,20,2024,49.327475,-123.038108
53968,North Vancouver District,7,75,0,15,0,21,2024,49.330731,-123.037917
61269,North Vancouver District,11,114,19,69,9,53,2024,49.332733,-123.037816
53970,North Vancouver City,123,194,7,30,14,64,2024,49.326339,-123.056094
53971,North Vancouver District,7,31,6,31,7,15,2024,49.329435,-123.052342
53972,North Vancouver District,10,73,9,42,9,30,2024,49.330612,-123.050063
53973,North Vancouver District,19,88,8,70,14,50,2024,49.332125,-123.04724
53974,North Vancouver District,34,219,29,120,17,93,2024,49.334202,-123.043347
53975,North Vancouver District,44,663,37,395,31,313,2024,49.335452,-123.040995
53977,North Vancouver District,85,173,64,174,59,116,2024,49.337424,-123.038096
53978,North Vancouver District,70,63,0,40,0,9,2024,49.340988,-123.037953
53979,North Vancouver District,0,23,0,11,0,15,2024,49.342824,-123.037874
53980,North Vancouver District,0,38,0,18,0,14,2024,49.344599,-123.037824
53981,North Vancouver District,0,32,0,16,0,14,2024,49.346443,-123.037761
53982,North Vancouver District,0,41,0,15,0,23,2024,49.34824,-123.037691
53983,North Vancouver District,0,47,0,36,0,25,2024,49.351061,-123.037599
53984,North Vancouver District,0,20,0,16,0,13,2024,49.352364,-123.035816
53985,North Vancouver District,0,20,0,16,0,21,2024,49.354125,-123.032306
53986,North Vancouver District,0,32,0,37,0,17,2024,49.353357,-123.027464
53987,North Vancouver District,27,46,12,7,6,17,2024,49.35039,-123.028456
53988,North Vancouver District,0,22,0,9,0,0,2024,49.347793,-123.027939
53989,North Vancouver District,276,320,244,272,213,211,2024,49.348848,-123.024599
53991,North Vancouver District,15,0,18,0,11,0,2024,49.350744,-123.025098
53992,North Vancouver District,22,0,0,0,7,0,2024,49.351019,-123.028261
53993,North Vancouver District,28,0,11,0,14,0,2024,49.353783,-123.027589
53994,North Vancouver District,14,0,22,0,11,0,2024,49.354176,-123.032553
53995,North Vancouver District,18,0,0,0,9,0,2024,49.352226,-123.036324
53996,North Vancouver District,31,0,15,0,29,0,2024,49.350507,-123.037809
53997,North Vancouver District,32,0,19,0,14,0,2024,49.347338,-123.037902
53998,North Vancouver District,22,0,0,0,7,0,2024,49.346006,-123.037955
53999,North Vancouver District,42,0,24,0,19,0,2024,49.344148,-123.038007
54001,North Vancouver District,78,38,38,0,17,0,2024,49.341238,-123.038129
54002,North Vancouver District,64,14,51,8,18,14,2024,49.337763,-123.038298
54003,North Vancouver District,181,77,123,75,116,70,2024,49.336386,-123.038189
54004,North Vancouver District,116,18,78,0,59,7,2024,49.333879,-123.037969
54005,North Vancouver District,84,10,33,0,19,0,2024,49.330105,-123.038147
54006,North Vancouver District,57,21,39,0,22,8,2024,49.326875,-123.038326
